,name,sex,age,region,membership,preferType,selectType,deliveryFeeWillingToPay,orderCycle,remainder,orderQuantity,date,quantity,deliveryType,deliveryFee,n=1,n=7,n=14,n=30,n=60,n=90,last_ordered_quantity,days_after_last_order,year,month,weeknumber,dateindex,buy,case
3334,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,50.0,28.0,2020,8,33,202008_33,0,34.0
3335,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,50.0,29.0,2020,8,33,202008_33,0,54.0
3336,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,30.0,2020,8,33,202008_33,0,56.0
3337,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,31.0,2020,8,33,202008_33,0,103.0
3338,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,32.0,2020,8,33,202008_33,0,166.0
3339,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,33.0,2020,8,33,202008_33,0,279.0
3340,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,34.0,2020,8,34,202008_34,0,197.0
3341,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,35.0,2020,8,34,202008_34,0,246.0
3342,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,36.0,2020,8,34,202008_34,0,297.0
3343,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,37.0,2020,8,34,202008_34,0,288.0
3344,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,38.0,2020,8,34,202008_34,0,324.0
3345,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,39.0,2020,8,34,202008_34,0,332.0
3346,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,40.0,2020,8,34,202008_34,0,396.0
3347,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,41.0,2020,8,35,202008_35,0,266.0
3348,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,42.0,2020,8,35,202008_35,0,280.0
3349,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,43.0,2020,8,35,202008_35,0,320.0
3350,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,44.0,2020,8,35,202008_35,0,441.0
3351,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,45.0,2020,8,35,202008_35,0,371.0
3352,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,46.0,2020,8,35,202008_35,0,323.0
3353,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,47.0,2020,8,35,202008_35,0,299.0
3354,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,48.0,2020,8,36,202008_36,0,248.0
3355,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,49.0,2020,9,36,202009_36,0,235.0
3356,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,50.0,2020,9,36,202009_36,0,267.0
3357,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,51.0,2020,9,36,202009_36,0,195.0
3358,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,52.0,2020,9,36,202009_36,0,198.0
3359,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,53.0,2020,9,36,202009_36,0,168.0
3360,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,54.0,2020,9,36,202009_36,0,167.0
3361,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,55.0,2020,9,37,202009_37,0,119.0
3362,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,56.0,2020,9,37,202009_37,0,136.0
3363,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,57.0,2020,9,37,202009_37,0,156.0
3364,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,58.0,2020,9,37,202009_37,0,155.0
3365,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,50.0,59.0,2020,9,37,202009_37,0,176.0
3366,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,60.0,2020,9,37,202009_37,0,136.0
3367,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,61.0,2020,9,37,202009_37,0,121.0
3368,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,62.0,2020,9,38,202009_38,0,109.0
3369,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,63.0,2020,9,38,202009_38,0,106.0
3370,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,64.0,2020,9,38,202009_38,0,113.0
3371,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,65.0,2020,9,38,202009_38,0,153.0
3372,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,66.0,2020,9,38,202009_38,0,126.0
3373,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,67.0,2020,9,38,202009_38,0,110.0
3374,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,68.0,2020,9,38,202009_38,0,82.0
3375,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,69.0,2020,9,39,202009_39,0,70.0
3376,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,70.0,2020,9,39,202009_39,0,61.0
3377,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,71.0,2020,9,39,202009_39,0,110.0
3378,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,72.0,2020,9,39,202009_39,0,125.0
3379,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,73.0,2020,9,39,202009_39,0,114.0
3380,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,74.0,2020,9,39,202009_39,0,61.0
3381,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,75.0,2020,9,39,202009_39,0,95.0
3382,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,76.0,2020,9,40,202009_40,0,50.0
3383,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,77.0,2020,9,40,202009_40,0,38.0
3384,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,78.0,2020,9,40,202009_40,0,113.0
3385,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,79.0,2020,10,40,202010_40,0,77.0
3386,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,80.0,2020,10,40,202010_40,0,63.0
3387,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,81.0,2020,10,40,202010_40,0,75.0
3388,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,82.0,2020,10,40,202010_40,0,64.0
3389,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,83.0,2020,10,41,202010_41,0,73.0
3390,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,84.0,2020,10,41,202010_41,0,75.0
3391,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,85.0,2020,10,41,202010_41,0,114.0
3392,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,86.0,2020,10,41,202010_41,0,69.0
3393,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,87.0,2020,10,41,202010_41,0,54.0
3394,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,88.0,2020,10,41,202010_41,0,72.0
3395,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,89.0,2020,10,41,202010_41,0,58.0
3396,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,90.0,2020,10,42,202010_42,0,98.0
3397,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,91.0,2020,10,42,202010_42,0,91.0
3398,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,92.0,2020,10,42,202010_42,0,84.0
3399,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,93.0,2020,10,42,202010_42,0,110.0
3400,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,94.0,2020,10,42,202010_42,0,47.0
3401,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,95.0,2020,10,42,202010_42,0,73.0
3402,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,96.0,2020,10,42,202010_42,0,91.0
3403,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,97.0,2020,10,43,202010_43,0,76.0
3404,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,98.0,2020,10,43,202010_43,0,58.0
3405,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,99.0,2020,10,43,202010_43,0,89.0
3406,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,2020,10,43,202010_43,0,121.0
3407,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,101.0,2020,10,43,202010_43,0,155.0
3408,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,102.0,2020,10,43,202010_43,0,77.0
3409,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,103.0,2020,10,43,202010_43,0,61.0
3410,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,104.0,2020,10,44,202010_44,0,119.0
3411,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,105.0,2020,10,44,202010_44,0,88.0
3412,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,106.0,2020,10,44,202010_44,0,103.0
3413,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,107.0,2020,10,44,202010_44,0,125.0
3414,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,108.0,2020,10,44,202010_44,0,113.0
3415,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,109.0,2020,10,44,202010_44,0,127.0
3416,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,110.0,2020,11,44,202011_44,0,124.0
3417,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,111.0,2020,11,45,202011_45,0,97.0
3418,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,112.0,2020,11,45,202011_45,0,75.0
3419,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,113.0,2020,11,45,202011_45,0,117.0
3420,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,114.0,2020,11,45,202011_45,0,125.0
3421,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,115.0,2020,11,45,202011_45,0,145.0
3422,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,116.0,2020,11,45,202011_45,0,89.0
3423,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,117.0,2020,11,45,202011_45,0,143.0
3424,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,118.0,2020,11,46,202011_46,0,126.0
3425,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,119.0,2020,11,46,202011_46,0,100.0
3426,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,120.0,2020,11,46,202011_46,0,145.0
3427,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,121.0,2020,11,46,202011_46,0,143.0
3428,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,122.0,2020,11,46,202011_46,0,191.0
3429,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,123.0,2020,11,46,202011_46,0,205.0
3430,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,124.0,2020,11,46,202011_46,0,208.0
3431,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,125.0,2020,11,47,202011_47,0,222.0
3432,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,126.0,2020,11,47,202011_47,0,230.0
3433,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,127.0,2020,11,47,202011_47,0,285.0
3434,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,128.0,2020,11,47,202011_47,0,325.0
3435,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,129.0,2020,11,47,202011_47,0,348.0
3436,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,130.0,2020,11,47,202011_47,0,386.0
3437,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,131.0,2020,11,47,202011_47,0,330.0
3438,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,132.0,2020,11,48,202011_48,0,271.0
3439,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,133.0,2020,11,48,202011_48,0,349.0
3440,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,134.0,2020,11,48,202011_48,0,382.0
3441,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,135.0,2020,11,48,202011_48,0,581.0
3442,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,136.0,2020,11,48,202011_48,0,555.0
3443,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,137.0,2020,11,48,202011_48,0,503.0
3444,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,138.0,2020,11,48,202011_48,0,450.0
3445,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,139.0,2020,11,49,202011_49,0,438.0
3446,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,140.0,2020,12,49,202012_49,0,451.0
3447,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,141.0,2020,12,49,202012_49,0,511.0
3448,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,142.0,2020,12,49,202012_49,0,540.0
3449,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,143.0,2020,12,49,202012_49,0,628.0
3450,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,144.0,2020,12,49,202012_49,0,577.0
3451,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,145.0,2020,12,49,202012_49,0,631.0
3452,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,146.0,2020,12,50,202012_50,0,615.0
3453,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,147.0,2020,12,50,202012_50,0,587.0
3454,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,148.0,2020,12,50,202012_50,0,670.0
3455,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,149.0,2020,12,50,202012_50,0,680.0
3456,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,150.0,2020,12,50,202012_50,0,689.0
3457,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,151.0,2020,12,50,202012_50,0,950.0
3458,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,152.0,2020,12,50,202012_50,0,1030.0
3459,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,153.0,2020,12,51,202012_51,0,718.0
3460,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,154.0,2020,12,51,202012_51,0,880.0
3461,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,155.0,2020,12,51,202012_51,0,1078.0
3462,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,156.0,2020,12,51,202012_51,0,1014.0
3463,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,157.0,2020,12,51,202012_51,0,1064.0
3464,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,158.0,2020,12,51,202012_51,0,1045.0
3465,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,159.0,2020,12,51,202012_51,0,1096.0
3466,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,160.0,2020,12,52,202012_52,0,924.0
3467,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,161.0,2020,12,52,202012_52,0,866.0
3468,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,162.0,2020,12,52,202012_52,0,1090.0
3469,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,163.0,2020,12,52,202012_52,0,985.0
3470,제갈선,1,21,지방,0,0,0,2000.0,9,50,100,2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,164.0,2020,12,52,202012_52,0,1240.0
